"cjis_code","COMAR","offense_literal","source","fel_mis","max_term","min_term","type","seriousness","fine"
"1-1149","358","Sexual Crimes
Sexual contact with inmate, person
confined in juvenile facility, person
ordered to obtain services, or person
in custody of law enforcement
officer","CR, §3-314","Misd.","3Y","","Person","V","$3,000"
"1-1462","358","Sexual Crimes
Sexual contact with inmate, person
confined in juvenile facility, person
ordered to obtain services, or person
in custody of law enforcement
officer","CR, §3-314","Misd.","3Y","","Person","V","$3,000"
"2-1130","358","Sexual Crimes
Sexual contact with inmate, person
confined in juvenile facility, person
ordered to obtain services, or person
in custody of law enforcement
officer","CR, §3-314","Misd.","3Y","","Person","V","$3,000"
"2-1132","358","Sexual Crimes
Sexual contact with inmate, person
confined in juvenile facility, person
ordered to obtain services, or person
in custody of law enforcement
officer","CR, §3-314","Misd.","3Y","","Person","V","$3,000"
"5-3600","359","Sexual Crimes
Sodomy","CR, §3-321","Felony","10Y","","Person","IV",""
"1-1167","36","Bad Check
Misdemeanor bad check, at least
$100 but less than $1,500","CR, §8-103
CR, §8-106(c)","Misd.","1Y","","Property","VII","$500"
"1-1171","36","Bad Check
Misdemeanor bad check, at least
$100 but less than $1,500","CR, §8-103
CR, §8-106(c)","Misd.","1Y","","Property","VII","$500"
"1-1175","36","Bad Check
Misdemeanor bad check, at least
$100 but less than $1,500","CR, §8-103
CR, §8-106(c)","Misd.","1Y","","Property","VII","$500"
"1-1179","36","Bad Check
Misdemeanor bad check, at least
$100 but less than $1,500","CR, §8-103
CR, §8-106(c)","Misd.","1Y","","Property","VII","$500"
"1-1184","36","Bad Check
Misdemeanor bad check, at least
$100 but less than $1,500","CR, §8-103
CR, §8-106(c)","Misd.","1Y","","Property","VII","$500"
"1-1141","36-1","Bad Check
Misdemeanor bad check, less than
$100","CR, §8-103
CR, §8-106(d)","Misd.","90D","","Property","VII","$500"
"1-1142","36-1","Bad Check
Misdemeanor bad check, less than
$100","CR, §8-103
CR, §8-106(d)","Misd.","90D","","Property","VII","$500"
"1-1143","36-1","Bad Check
Misdemeanor bad check, less than
$100","CR, §8-103
CR, §8-106(d)","Misd.","90D","","Property","VII","$500"
"1-1144","36-1","Bad Check
Misdemeanor bad check, less than
$100","CR, §8-103
CR, §8-106(d)","Misd.","90D","","Property","VII","$500"
"1-1240","36-1","Bad Check
Misdemeanor bad check, less than
$100","CR, §8-103
CR, §8-106(d)","Misd.","90D","","Property","VII","$500"
"6-8000","36-2","Boating Offenses
Operate a vessel while under the
influence of alcohol, 1st offense","NR, §8-
738(e)(1)(i)","Misd.","1Y","","Person","VII","$1,000"
"6-8000","36-3","Boating Offenses
Operate a vessel while under the
influence of alcohol, 2nd offense","NR, §8-
738(e)(1)(ii)","Misd.","2Y","","Person","VI","$2,000"
"6-8000","36-4","Boating Offenses
Operate a vessel while under the
influence of alcohol, 3rd or
subsequent offense","NR, §8-
738(e)(1)(iii)","Misd.","3Y","","Person","V","$3,000"
"","360","Sexual Crimes
Solicit to commit 3rd degree sex act","Common law","Misd.","LIFE","","Person","V",""
"1-1604","360-1","Sexual Crimes
Sexual Solicitation of a minor or law
enforcement officer posing as a
minor","CR, §3-324","Felony","10Y","","Person","IV","$25,000"
"1-1340","360-2","Sexual Crimes
Use of personal identifying
information of an individual to
invite another to commit sexual
crime","CR, §3-325","Felony","20Y","","Person","IV","$25,000"
"1-1477","361","Sexual Crimes
Sex Offender--failing to register
and/or providing false information,
1st offense","CP, §11-721(b)(1)","Misd.","3Y","","Person","VI","$5,000"
"2-1134","361","Sexual Crimes
Sex Offender--failing to register
and/or providing false information,
1st offense","CP, §11-721(b)(1)","Misd.","3Y","","Person","VI","$5,000"
"","361-1","Sexual Crimes
Sex Offender--failing to register
and/or providing false information,
subsequent","CP, §11-721(b)(2)","Felony","5Y","","Person","V","$10,000"
"1-1478","361-2","Sexual Crimes
Sex Offender--violation of
restriction barring sex offenders
from specified locations where
children gather","CP, §11-722(d)","Misd.","5Y","","Person","V","$5,000"
"1-1479","361-2","Sexual Crimes
Sex Offender--violation of
restriction barring sex offenders
from specified locations where
children gather","CP, §11-722(d)","Misd.","5Y","","Person","V","$5,000"
"1-0713","361-3","Sexual Crimes
Willfully and knowingly violating
conditions of lifetime sexual
offender supervision, 1st offense","CP, §11-724(b)(1)","Misd.","5Y","","Person","V","$5,000"
"1-0713","361-4","Sexual Crimes
Willfully and knowingly violating
conditions of lifetime sexual
offender supervision, subsequent","CP, §11-724(b)(2)","Felony","10Y","","Person","IV","$10,000"
"6-3600","362","Sexual Crimes
Perverted sexual practices","CR, §3-322","Misd.","10Y","","Person","VI","$1,000"
"1-1623","363","Sexual Crimes
Sex Offense, 4th degree","CR, §3-308(d)(1)","Misd.","1Y","","Person","VII","$1,000"
"1-1624","363","Sexual Crimes
Sex Offense, 4th degree","CR, §3-308(d)(1)","Misd.","1Y","","Person","VII","$1,000"
"1-1625","363","Sexual Crimes
Sex Offense, 4th degree","CR, §3-308(d)(1)","Misd.","1Y","","Person","VII","$1,000"
"1-1626","363","Sexual Crimes
Sex Offense, 4th degree","CR, §3-308(d)(1)","Misd.","1Y","","Person","VII","$1,000"
"4-3600","363","Sexual Crimes
Sex Offense, 4th degree","CR, §3-308(d)(1)","Misd.","1Y","","Person","VII","$1,000"
"2-1136","363-1","Sexual Crimes
Continuing course of conduct which
includes 3 or more acts involving 1st,
2nd, or 3rd degree sex offense or 1st or
2nd degree rape over a period of 90
days or more, with a victim younger
than 14 years old","CR, §3-315","Felony","30Y *","","Person","II",""
"1-1623","363-2","Sexual Crimes
Sex Offense, 4th degree, subsequent","CR, §3-308(d)(2)","Misd.","3Y","","Person","VI","$1,000"
"1-1624","363-2","Sexual Crimes
Sex Offense, 4th degree, subsequent","CR, §3-308(d)(2)","Misd.","3Y","","Person","VI","$1,000"
"1-1625","363-2","Sexual Crimes
Sex Offense, 4th degree, subsequent","CR, §3-308(d)(2)","Misd.","3Y","","Person","VI","$1,000"
"1-1626","363-2","Sexual Crimes
Sex Offense, 4th degree, subsequent","CR, §3-308(d)(2)","Misd.","3Y","","Person","VI","$1,000"
"4-3600","363-2","Sexual Crimes
Sex Offense, 4th degree, subsequent","CR, §3-308(d)(2)","Misd.","3Y","","Person","VI","$1,000"
"2-0715","364","Sexual Crimes
Administered controlled dangerous
substance before committing sex
offense","CR, §5-624(b)","Misd.","1Y","","Person","VII","$25,000"
"1-6525","364-1","Stalking and Harassment
Stalking","CR, §3-802","Misd.","5Y","","Person","V","$5,000"
"1-0191","365","Stalking and Harassment
Harassment, 1st offense","CR, §3-803(c)(1)","Misd.","90D","","Person","VII","$500"
"1-5406","365","Stalking and Harassment
Harassment, 1st offense","CR, §3-803(c)(1)","Misd.","90D","","Person","VII","$500"
"1-0191","365-1","Stalking and Harassment
Harassment, subsequent","CR, §3-803(c)(2)","Misd.","6M","","Person","VII","$1,000"
"1-5406","365-1","Stalking and Harassment
Harassment, subsequent","CR, §3-803(c)(2)","Misd.","6M","","Person","VII","$1,000"
"1-1001","365-2","Stalking and Harassment
Aiming laser pointer at aircraft","CR, §3-807","Misd.","3Y","","Person","VI","$2,500"
"1-1326","365-3","Stalking and Harassment
Revenge porn","CR, §3-809","Misd.","2Y","","Person","VII","$5,000"
"","365-4","Statewide DNA Data Base System,
Crimes Involving
Improper disclosure of DNA
information to a person/agency not
entitled to receive the information","PS, §2-512(a), (e)","Felony","5Y","","Property","V","$5,000"
"","365-5","Statewide DNA Data Base System,
Crimes Involving
Fraudulent obtainment of DNA
information from the Statewide
DNA data base/repository","PS, §2-512(b), (e)","Felony","5Y","","Property","V","$5,000"
"","366","Statewide DNA Data Base System,
Crimes Involving
Willfully testing DNA for
information not related to
identification of individuals","PS, §2-512(c), (e)","Felony","5Y","","Property","V","$5,000"
"1-1759","366-1","Surveillance and Other Crimes
Against Privacy
Visual and camera surveillance,
private place","CR, §3-902
CR, §3-903","Misd.","1Y","","Person","VII","$2,500"
"3-5715","366-1","Surveillance and Other Crimes
Against Privacy
Visual and camera surveillance,
private place","CR, §3-902
CR, §3-903","Misd.","1Y","","Person","VII","$2,500"
"1-5580","367","Surveillance and Other Crimes
Against Privacy
Wiretapping--breaking and
entering, etc., to place, adjust, or
remove equipment without a court
order","CJ, §10-412","Felony","10Y","","Property","V",""
"1-5595","368","Surveillance and Other Crimes
Against Privacy
Wiretapping--unlawful interception
of communications","CJ, §10-402(a)","Felony","5Y","","Property","V","$10,000"
"1-5705","368","Surveillance and Other Crimes
Against Privacy
Wiretapping--unlawful interception
of communications","CJ, §10-402(a)","Felony","5Y","","Property","V","$10,000"
"","369","Surveillance and Other Crimes
Against Privacy
Divulging contents of
communications","CJ, §10-402(e)","Misd.","5Y","","Property","VI","$10,000"
"1-1437","37","Bribery
Bribery to or by public officer","CR, §9-201","Misd.","12Y","","Property","V","$1,000--
$10,000"
"1-1438","37","Bribery
Bribery to or by public officer","CR, §9-201","Misd.","12Y","","Property","V","$1,000--
$10,000"
"1-5579","370","Surveillance and Other Crimes
Against Privacy
Manufacture, possession, or sale of
intercepting device","CJ, §10-403(a)","Felony","5Y","","Property","VI","$10,000"
"2-0647","371","Surveillance and Other Crimes
Against Privacy
Giving notice of interception of
wire, oral, or electronic
communications in order to obstruct,
impede or prevent such interception","CJ, §10-414(b)","Felony","5Y","","Property","VI","$10,000"
"","372","Surveillance and Other Crimes
Against Privacy
Unauthorized disclosure of
information obtained or generated
by examining licensed persons, etc.","FI, §2-117","Misd.","2Y","","Property","VI","$1,000"
"","372-1","Surveillance and Other Crimes
Against Privacy
Unauthorized disclosure of
information obtained or generated
by examining banking institutions
and credit unions, etc.","FI, §2-117.1","Misd.","2Y","","Property","VI","$1,000"
"1-0336","373","Telecommunications and
Electronics, Crimes Involving
Motion Picture Theaters--
prohibition against audiovisual
recording","CR, §7-308(e)
CR, §7-309","Misd.","1Y","","Property","VII","$2,500"
"","373-1","Telecommunications and
Electronics, Crimes Involving
Motion Picture Theaters--
prohibition against audiovisual
recording, subsequent","CR, §7-308(e)
CR, §7-309","Misd.","3Y","","Property","VI","$10,000"
"1-2804","373-2","Telecommunications and
Electronics, Crimes Involving
Unlawfully access, attempt to
access, cause access to, etc., a
computer, computer network, etc.","CR, §7-302(d)(1)","Misd.","3Y","","Property","VI","$1,000"
"1-0470","374","Telecommunications and
Electronics, Crimes Involving
Unlawfully access, attempt to
access, cause access to, etc., a
computer, computer network, etc., to
cause malfunction, interruption,
alteration, damage, etc.; Unlawfully
possess, identify, distribute, etc., a
valid access code, less than $10,000","CR, §7-
302(d)(2)(ii)","Misd.","5Y","","Property","V","$5,000"
"1-0471","374","Telecommunications and
Electronics, Crimes Involving
Unlawfully access, attempt to
access, cause access to, etc., a
computer, computer network, etc., to
cause malfunction, interruption,
alteration, damage, etc.; Unlawfully
possess, identify, distribute, etc., a
valid access code, less than $10,000","CR, §7-
302(d)(2)(ii)","Misd.","5Y","","Property","V","$5,000"
"1-0472","374","Telecommunications and
Electronics, Crimes Involving
Unlawfully access, attempt to
access, cause access to, etc., a
computer, computer network, etc., to
cause malfunction, interruption,
alteration, damage, etc.; Unlawfully
possess, identify, distribute, etc., a
valid access code, less than $10,000","CR, §7-
302(d)(2)(ii)","Misd.","5Y","","Property","V","$5,000"
"1-0614","374","Telecommunications and
Electronics, Crimes Involving
Unlawfully access, attempt to
access, cause access to, etc., a
computer, computer network, etc., to
cause malfunction, interruption,
alteration, damage, etc.; Unlawfully
possess, identify, distribute, etc., a
valid access code, less than $10,000","CR, §7-
302(d)(2)(ii)","Misd.","5Y","","Property","V","$5,000"
"1-0495","375","Telecommunications and
Electronics, Crimes Involving
Unlawfully access, attempt to
access, cause access to, etc., a
computer, computer network, etc., to
cause malfunction, interruption,
alteration, damage, etc.; Unlawfully
possess, identify, distribute, etc., a
valid access code, $10,000 or greater","CR, §7-
302(d)(2)(i)","Felony","10Y","","Property","IV","$10,000"
"1-0496","375","Telecommunications and
Electronics, Crimes Involving
Unlawfully access, attempt to
access, cause access to, etc., a
computer, computer network, etc., to
cause malfunction, interruption,
alteration, damage, etc.; Unlawfully
possess, identify, distribute, etc., a
valid access code, $10,000 or greater","CR, §7-
302(d)(2)(i)","Felony","10Y","","Property","IV","$10,000"
"1-0497","375","Telecommunications and
Electronics, Crimes Involving
Unlawfully access, attempt to
access, cause access to, etc., a
computer, computer network, etc., to
cause malfunction, interruption,
alteration, damage, etc.; Unlawfully
possess, identify, distribute, etc., a
valid access code, $10,000 or greater","CR, §7-
302(d)(2)(i)","Felony","10Y","","Property","IV","$10,000"
"1-0714","375","Telecommunications and
Electronics, Crimes Involving
Unlawfully access, attempt to
access, cause access to, etc., a
computer, computer network, etc., to
cause malfunction, interruption,
alteration, damage, etc.; Unlawfully
possess, identify, distribute, etc., a
valid access code, $10,000 or greater","CR, §7-
302(d)(2)(i)","Felony","10Y","","Property","IV","$10,000"
"1-0638","376","Telecommunications and
Electronics, Crimes Involving
Unauthorized computer access for
sabotage of State government,
public utilities, or other energy
infrastructure, less than $50,000","CR, §7-
302(d)(3)(ii)","Misd.","5Y","","Property","V","$25,000"
"1-0639","376-1","Telecommunications and
Electronics, Crimes Involving
Unauthorized computer access for
sabotage of State government,
public utilities, or other energy
infrastructure, $50,000 or greater","CR, §7-
302(d)(3)(i)","Felony","10Y","","Property","IV","$25,000"
"2-1135","377","Telecommunications and
Electronics, Crimes Involving
Use of electronic communication to
alarm or seriously annoy another","CR, §3-805(b)(1)
CR, §3-805(e)
(penalty)","Misd.","1Y","","Person","VII","$500"
"1-0653","377-1","Telecommunications and
Electronics, Crimes Involving
Use an interactive computer service
to inflict emotional distress on a
minor or place a minor in fear of
death or serious bodily injury","CR, §3-805(b)(2)
CR, §3-805(e)
(penalty)","Misd.","1Y","","Person","VII","$500"
"1-0330","378","Telecommunications and
Electronics, Crimes Involving
Record/sell, etc., unauthorized
performance, 1st offense","CR, §7-308
CR, §7-309","Misd.","1Y","","Property","VII","$2,500"
